Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Date_month,Date_day
2,16.0,28.5,0.0,7.6,8.3,7.0,37.0,11.0,12.0,6.0,17.0,61.0,36.0,1011.8,1009.2,5.0,5.0,19.7,27.9,0,0,1,21
2,19.5,37.5,0.0,10.0,1.0,0.0,70.0,1.0,2.0,38.5,26.0,50.0,13.0,1005.2,1002.2,7.0,7.0,24.8,34.4,0,0,1,22
2,17.4,22.3,0.0,11.4,8.4,9.0,54.0,8.0,8.0,17.0,30.0,60.0,44.0,1013.0,1015.1,7.0,2.0,18.2,20.1,0,0,1,23
2,12.7,22.3,0.0,7.4,10.3,7.0,33.0,15.0,8.0,9.0,13.0,59.0,47.0,1016.2,1014.4,7.0,1.0,15.7,21.8,0,0,1,24
2,13.6,23.8,0.0,6.6,11.2,7.0,33.0,13.0,8.0,13.0,20.0,62.0,48.0,1014.8,1012.4,6.0,1.0,16.7,22.3,0,0,1,25
2,13.8,24.5,0.0,7.0,9.9,7.0,43.0,8.0,12.0,11.0,26.0,69.0,60.0,1011.5,1012.3,7.0,2.0,17.8,22.5,0,0,1,26
2,16.2,22.2,0.0,7.2,7.5,10.0,48.0,11.0,8.0,22.0,26.0,58.0,48.0,1016.4,1015.1,7.0,0.0,17.1,21.6,0,0,1,27
2,15.8,26.1,0.0,6.6,9.0,8.0,43.0,5.0,7.0,15.0,20.0,70.0,56.0,1010.5,1008.7,7.0,2.0,17.7,23.8,0,0,1,28
2,17.5,23.5,0.0,7.0,7.5,10.0,48.0,10.0,8.0,24.0,30.0,70.0,45.0,1014.8,1015.9,7.0,2.0,18.9,21.6,0,0,1,29
2,13.4,36.2,0.0,6.8,13.1,6.0,50.0,5.0,2.0,9.0,26.0,65.0,35.0,1016.0,1011.1,0.0,1.0,17.1,31.5,0,0,1,30
2,17.1,37.2,0.0,13.6,7.2,3.0,70.0,1.0,2.0,38.5,43.5,38.0,24.0,1009.6,1006.4,1.0,4.0,28.6,36.2,0,1,1,31
2,16.9,24.9,1.4,10.2,11.0,7.0,39.0,11.0,8.0,15.0,28.0,58.0,45.0,1019.0,1016.3,7.0,2.0,18.2,22.7,1,0,2,1
2,16.7,35.2,0.0,7.4,12.0,3.0,52.0,15.0,10.0,11.0,20.0,61.0,28.0,1015.6,1012.2,3.0,7.0,21.9,33.6,0,0,2,2
2,21.6,34.8,0.0,12.0,12.1,3.0,43.0,12.0,11.0,19.0,13.0,36.0,25.0,1013.9,1009.4,3.0,6.0,27.0,33.4,0,0,2,3
2,25.5,30.8,0.0,13.2,0.7,3.0,63.0,1.0,2.0,22.0,26.0,35.0,83.0,1008.9,1008.7,7.0,7.0,28.5,22.8,0,1,2,4
2,17.6,20.9,2.0,2.2,1.6,7.0,43.0,8.0,12.0,19.0,31.0,95.0,69.0,1014.6,1016.5,8.0,7.0,18.0,19.2,1,1,2,5
2,15.5,26.5,2.0,4.8,11.3,10.0,39.0,10.0,8.0,22.0,19.0,57.0,48.0,1021.4,1019.8,2.0,6.0,18.7,25.7,1,0,2,6
2,14.9,33.2,0.0,5.2,13.0,10.0,31.0,1.0,12.0,0.0,13.0,67.0,40.0,1022.1,1018.9,0.0,1.0,19.3,30.7,0,0,2,7
2,19.0,35.3,0.0,7.2,12.8,10.0,44.0,15.0,8.0,9.0,24.0,66.0,41.0,1020.9,1018.6,1.0,1.0,23.7,31.8,0,0,2,8
2,19.3,32.1,0.0,10.0,8.8,3.0,54.0,1.0,12.0,38.5,20.0,58.0,53.0,1019.5,1017.8,2.0,5.0,25.5,29.5,0,0,2,9
2,20.1,32.7,0.0,8.8,3.8,2.0,59.0,15.0,2.0,7.0,22.0,71.0,50.0,1018.5,1015.4,6.0,7.0,24.2,28.3,0,0,2,10
2,22.2,31.4,0.0,3.4,4.5,9.0,70.0,4.0,5.0,9.0,20.0,67.0,64.0,1014.4,1009.0,6.0,7.0,24.2,29.1,0,1,2,11
2,19.5,22.8,2.0,6.8,0.4,7.0,37.0,7.0,8.0,20.0,22.0,79.0,66.0,1011.1,1012.6,8.0,7.0,20.9,21.1,1,0,2,12
2,18.2,21.3,0.0,2.8,0.1,8.0,31.0,8.0,8.0,11.0,22.0,83.0,76.0,1011.9,1010.4,8.0,7.0,18.9,20.8,0,1,2,13
2,17.7,28.3,2.0,1.6,7.5,10.0,43.0,7.0,8.0,15.0,20.0,85.0,63.0,1008.9,1006.8,7.0,4.0,19.1,25.0,1,0,2,14
2,19.0,27.3,0.0,5.8,7.4,12.0,57.0,13.0,8.0,28.0,30.0,72.0,45.0,1013.2,1013.9,7.0,6.0,20.3,26.1,0,0,2,15
2,16.0,27.3,0.0,5.6,12.7,7.0,39.0,11.0,8.0,26.0,24.0,67.0,44.0,1017.5,1015.7,1.0,0.0,19.1,25.5,0,0,2,16
2,15.9,25.9,0.0,7.4,10.8,10.0,41.0,7.0,7.0,13.0,17.0,72.0,48.0,1017.4,1018.1,6.0,3.0,18.7,25.1,0,0,2,17
2,17.5,24.1,0.0,7.0,11.7,10.0,33.0,11.0,12.0,20.0,20.0,62.0,57.0,1023.6,1022.0,7.0,0.0,19.9,23.1,0,0,2,18
2,17.1,32.8,0.0,8.0,12.1,3.0,70.0,1.0,2.0,38.5,31.0,40.0,24.0,1022.0,1018.1,1.0,1.0,23.1,30.7,0,0,2,19
2,23.0,34.3,0.0,13.6,10.1,3.0,70.0,1.0,2.0,38.5,39.0,38.0,24.0,1015.2,1010.8,1.0,7.0,25.4,33.1,0,0,2,20
2,21.6,28.6,0.0,13.6,10.4,3.0,57.0,8.0,12.0,13.0,20.0,67.0,46.0,1011.1,1009.1,6.0,4.0,21.9,26.8,0,0,2,21
2,19.1,29.6,0.0,7.0,9.3,5.0,70.0,5.0,6.0,13.0,24.0,73.0,35.0,1012.2,1008.9,7.0,5.0,20.3,27.4,0,0,2,22
2,13.3,23.6,0.0,9.2,11.8,8.0,43.0,7.0,12.0,24.0,24.0,58.0,48.0,1021.0,1021.1,6.0,5.0,15.7,21.9,0,0,2,23
2,12.7,23.3,0.0,6.4,12.5,10.0,41.0,6.0,8.0,9.0,22.0,63.0,49.0,1023.2,1022.4,3.0,1.0,17.1,22.5,0,0,2,24
2,14.2,25.1,0.0,6.6,12.2,7.0,31.0,8.0,12.0,6.0,15.0,62.0,50.0,1026.4,1024.2,1.0,1.0,18.1,23.3,0,0,2,25
2,16.2,33.4,0.0,5.8,11.7,3.0,59.0,1.0,2.0,38.5,31.0,46.0,22.0,1022.4,1017.9,2.0,2.0,23.5,32.0,0,0,2,26
2,22.4,22.6,0.0,13.0,1.6,3.0,50.0,10.0,8.0,24.0,19.0,78.0,71.0,1017.4,1019.6,7.0,8.0,22.5,19.8,0,0,2,27
2,16.3,20.7,0.0,4.0,5.2,7.0,52.0,8.0,8.0,19.0,33.0,60.0,43.0,1021.8,1022.1,7.0,6.0,17.3,19.8,0,0,2,28
2,14.1,21.4,0.4,8.0,8.5,10.0,54.0,13.0,12.0,33.0,39.0,45.0,48.0,1024.3,1022.2,3.0,7.0,16.7,20.5,0,0,3,1
2,14.1,22.4,0.0,6.2,10.3,10.0,41.0,11.0,8.0,11.0,26.0,57.0,48.0,1022.6,1020.2,7.0,3.0,17.9,22.1,0,0,3,2
2,15.8,27.7,0.0,5.4,10.5,10.0,26.0,3.0,10.0,9.0,13.0,69.0,43.0,1019.9,1015.6,7.0,0.0,17.3,26.7,0,0,3,3
2,16.5,31.3,0.0,6.8,5.5,3.0,48.0,1.0,2.0,22.0,26.0,55.0,27.0,1012.7,1008.7,4.0,7.0,22.0,30.6,0,0,3,4
2,20.5,26.7,1.0,7.6,1.5,6.0,48.0,1.0,5.0,11.0,28.0,61.0,57.0,1006.6,1004.2,7.0,7.0,22.8,26.2,0,1,3,5
2,19.8,26.8,1.2,4.0,5.7,5.0,70.0,7.0,7.0,6.0,26.0,73.0,96.0,1009.6,1010.2,7.0,8.0,22.9,18.2,1,1,3,6
2,17.9,27.3,2.0,13.2,3.7,5.0,50.0,13.0,9.0,19.0,7.0,92.0,47.0,1013.8,1008.5,8.0,7.0,18.2,26.9,1,1,3,7
2,16.4,22.5,2.0,7.0,6.4,3.0,67.0,1.0,2.0,20.0,37.0,89.0,60.0,1006.3,1004.3,6.0,7.0,18.2,20.3,1,1,3,8
2,16.2,21.2,2.0,3.0,7.3,5.0,57.0,5.0,6.0,30.0,39.0,62.0,36.0,1013.4,1016.8,3.0,6.0,18.0,19.9,1,0,3,9
2,13.7,20.4,0.0,6.0,4.6,7.0,44.0,7.0,8.0,17.0,31.0,57.0,44.0,1026.5,1028.4,7.0,5.0,15.3,19.3,0,0,3,10
2,13.7,22.2,0.2,3.6,11.6,7.0,41.0,13.0,8.0,11.0,26.0,64.0,47.0,1030.94,1028.75,2.0,2.0,16.8,21.3,0,0,3,11
2,11.1,26.4,0.0,4.0,11.4,12.0,31.0,5.0,8.0,9.0,19.0,72.0,40.0,1030.94,1028.75,2.0,3.0,15.3,24.9,0,0,3,12
2,13.7,28.3,0.0,5.0,11.6,0.0,39.0,2.0,8.0,9.0,6.0,70.0,35.0,1030.94,1028.75,1.0,1.0,16.8,27.1,0,0,3,13
2,13.8,28.8,0.0,5.8,11.5,3.0,39.0,1.0,5.0,22.0,19.0,66.0,30.0,1029.5,1025.4,2.0,1.0,17.6,27.8,0,0,3,14
2,15.3,30.4,0.0,6.6,10.5,3.0,33.0,1.0,3.0,24.0,13.0,58.0,26.0,1024.2,1021.0,0.0,2.0,18.5,29.4,0,0,3,15
2,18.5,32.2,0.0,8.6,11.0,3.0,43.0,1.0,2.0,31.0,28.0,47.0,25.0,1021.6,1019.6,1.0,2.0,21.5,30.9,0,0,3,16
2,21.5,33.0,0.0,11.8,7.8,3.0,56.0,1.0,4.0,38.5,13.0,36.0,32.0,1022.2,1021.2,3.0,7.0,24.7,30.3,0,0,3,17
2,20.9,31.9,0.0,8.0,2.2,0.0,41.0,1.0,1.0,17.0,17.0,60.0,27.0,1023.1,1019.8,7.0,7.0,23.0,30.9,0,0,3,18
2,23.0,28.4,0.0,8.8,4.8,3.0,43.0,5.0,6.0,9.0,13.0,53.0,49.0,1016.5,1015.8,7.0,7.0,23.4,27.3,0,0,3,19
2,18.8,26.7,0.2,3.2,8.4,8.0,31.0,8.0,8.0,9.0,26.0,63.0,48.0,1020.7,1019.3,7.0,5.0,20.3,24.5,0,0,3,20
2,17.5,24.7,0.0,5.4,8.2,9.0,54.0,5.0,9.0,11.0,31.0,54.0,40.0,1019.6,1019.8,7.0,6.0,18.6,22.7,0,0,3,21
2,13.1,22.5,0.0,5.8,11.0,7.0,33.0,6.0,9.0,17.0,11.0,64.0,41.0,1023.4,1022.0,3.0,1.0,13.9,21.1,0,0,3,22
2,13.3,23.7,0.0,4.0,7.3,9.0,37.0,6.0,6.0,17.0,17.0,61.0,46.0,1023.7,1021.9,7.0,5.0,15.8,22.2,0,0,3,23
2,15.8,23.4,0.0,4.4,8.4,12.0,33.0,5.0,10.0,13.0,17.0,75.0,58.0,1024.8,1023.4,7.0,3.0,17.9,21.5,0,0,3,24
2,12.8,31.5,0.0,3.8,10.0,3.0,46.0,1.0,1.0,13.0,20.0,90.0,27.0,1020.3,1016.2,7.0,5.0,14.9,30.4,0,0,3,25
2,14.8,30.7,0.0,9.6,7.2,3.0,50.0,1.0,12.0,31.0,30.0,42.0,52.0,1016.6,1016.9,5.0,7.0,22.4,24.7,0,0,3,26
2,17.2,22.7,0.0,4.0,0.4,9.0,30.0,11.0,8.0,15.0,13.0,68.0,58.0,1021.4,1018.8,7.0,7.0,18.0,21.8,0,0,3,27
2,17.8,27.2,0.0,3.8,0.1,3.0,61.0,1.0,2.0,31.0,30.0,56.0,42.0,1012.2,1009.6,7.0,8.0,21.4,26.0,0,1,3,28
2,17.9,23.3,2.0,3.8,6.8,4.0,44.0,0.0,10.0,11.0,22.0,89.0,63.0,1013.5,1015.5,7.0,5.0,19.2,23.0,1,0,3,29
2,15.1,22.6,0.4,4.0,9.6,7.0,37.0,7.0,8.0,11.0,28.0,78.0,53.0,1022.8,1022.9,5.0,6.0,15.6,21.2,0,0,3,30
2,13.4,23.9,0.0,3.6,7.6,9.0,26.0,7.0,6.0,7.0,9.0,78.0,48.0,1023.0,1019.9,7.0,1.0,13.8,23.4,0,0,3,31
2,13.8,24.0,0.0,2.4,7.7,7.0,31.0,5.0,12.0,11.0,19.0,79.0,45.0,1020.8,1019.2,7.0,4.0,17.1,23.9,0,0,4,1
2,16.1,21.9,0.0,2.2,4.9,7.0,44.0,11.0,8.0,22.0,31.0,75.0,59.0,1022.0,1021.2,6.0,6.0,17.4,20.5,0,0,4,2
2,13.9,24.4,0.0,4.0,9.0,8.0,31.0,5.0,8.0,9.0,17.0,72.0,47.0,1022.8,1020.3,3.0,5.0,14.9,22.5,0,0,4,3
2,12.7,25.8,0.0,4.4,9.7,3.0,33.0,5.0,2.0,4.0,20.0,67.0,40.0,1022.0,1016.9,4.0,6.0,15.8,25.1,0,0,4,4
2,14.9,26.9,0.0,4.6,9.9,3.0,50.0,1.0,2.0,24.0,31.0,62.0,34.0,1018.1,1014.4,3.0,6.0,18.8,25.8,0,0,4,5
2,18.4,25.3,0.0,7.0,0.5,3.0,48.0,1.0,11.0,26.0,20.0,42.0,36.0,1014.8,1011.7,7.0,7.0,22.3,24.3,0,1,4,6
2,17.2,25.7,2.0,5.2,4.1,3.0,41.0,1.0,3.0,20.0,19.0,84.0,40.0,1010.2,1008.3,7.0,7.0,19.3,25.3,1,0,4,7
2,17.7,22.9,0.2,4.0,3.9,9.0,50.0,6.0,8.0,20.0,22.0,69.0,63.0,1016.4,1017.5,7.0,7.0,19.1,21.1,0,0,4,8
2,13.5,21.7,0.0,2.6,2.3,3.0,26.0,1.0,4.0,9.0,13.0,82.0,49.0,1015.2,1011.2,6.0,7.0,15.6,21.4,0,0,4,9
2,15.0,22.6,0.2,1.6,2.6,3.0,37.0,1.0,4.0,24.0,15.0,77.0,62.0,1009.1,1006.5,7.0,7.0,17.4,21.2,0,1,4,10
2,11.8,17.7,2.0,4.0,8.5,4.0,70.0,5.0,6.0,37.0,37.0,54.0,38.0,1007.0,1009.6,4.0,6.0,15.1,16.7,1,0,4,11
2,11.2,17.8,0.4,5.0,6.2,5.0,56.0,6.0,6.0,35.0,31.0,67.0,66.0,1017.7,1018.7,5.0,7.0,14.1,16.9,0,0,4,12
2,13.1,17.8,0.6,3.6,0.0,5.0,33.0,7.0,7.0,20.0,19.0,57.0,59.0,1025.8,1024.1,8.0,7.0,15.1,16.6,0,0,4,13
2,13.2,18.4,0.0,2.6,0.3,9.0,30.0,7.0,7.0,15.0,15.0,68.0,47.0,1024.6,1022.5,7.0,7.0,14.5,17.9,0,0,4,14
2,14.0,19.1,0.0,2.2,0.8,9.0,30.0,8.0,12.0,15.0,19.0,68.0,73.0,1024.8,1024.2,7.0,7.0,16.0,17.3,0,0,4,15
2,13.2,25.9,0.0,1.6,9.8,6.0,44.0,3.0,5.0,7.0,20.0,74.0,32.0,1026.1,1022.0,4.0,2.0,15.3,24.7,0,0,4,16
2,13.6,27.3,0.0,5.2,10.2,3.0,44.0,1.0,2.0,20.0,28.0,64.0,26.0,1025.7,1022.2,2.0,5.0,17.0,26.9,0,0,4,17
2,16.0,27.7,0.0,5.4,5.8,3.0,50.0,1.0,2.0,24.0,26.0,58.0,35.0,1025.0,1022.1,7.0,7.0,18.1,26.4,0,0,4,18
2,16.1,27.6,0.0,6.0,6.6,3.0,46.0,1.0,2.0,17.0,28.0,66.0,37.0,1023.8,1020.6,6.0,7.0,17.5,27.3,0,0,4,19
2,17.5,29.4,0.0,6.6,8.8,3.0,57.0,1.0,2.0,37.0,33.0,59.0,34.0,1020.9,1016.7,4.0,5.0,21.2,29.2,0,0,4,20
2,17.3,24.5,1.0,5.0,7.7,3.0,41.0,7.0,8.0,7.0,15.0,81.0,61.0,1021.7,1018.9,7.0,5.0,19.5,23.0,0,0,4,21
2,16.4,30.1,0.0,3.6,8.9,0.0,52.0,1.0,0.0,28.0,26.0,58.0,31.0,1020.1,1016.5,1.0,5.0,21.7,29.5,0,0,4,22
2,20.8,26.4,0.0,8.0,1.2,0.0,56.0,1.0,1.0,24.0,20.0,44.0,62.0,1014.5,1011.8,7.0,7.0,22.6,22.7,0,1,4,23
2,19.0,24.5,2.0,3.8,3.0,0.0,54.0,2.0,6.0,20.0,31.0,73.0,47.0,1007.9,1005.7,7.0,6.0,20.1,21.8,1,0,4,24
2,12.2,20.1,0.4,4.4,6.8,9.0,44.0,5.0,7.0,22.0,24.0,70.0,55.0,1017.4,1019.6,4.0,6.0,14.0,17.5,0,0,4,25
2,8.7,20.4,0.0,1.4,8.4,3.0,48.0,1.0,1.0,19.0,17.0,72.0,40.0,1025.3,1021.2,7.0,7.0,11.7,19.5,0,0,4,26
2,11.7,17.8,0.0,4.6,0.6,3.0,52.0,1.0,9.0,30.0,9.0,62.0,83.0,1018.0,1017.3,7.0,7.0,14.8,14.3,0,0,4,27
2,8.8,18.1,0.8,0.8,4.4,1.0,56.0,1.0,0.0,26.0,28.0,60.0,56.0,1018.8,1015.3,7.0,7.0,12.9,18.1,0,1,4,28
2,12.8,18.4,2.0,2.8,2.7,4.0,48.0,4.0,9.0,13.0,28.0,71.0,58.0,1020.8,1020.6,7.0,7.0,14.8,17.8,1,0,4,29
2,13.0,16.6,0.2,3.6,0.0,5.0,26.0,7.0,8.0,13.0,11.0,85.0,71.0,1028.0,1026.4,7.0,7.0,13.5,16.3,0,0,4,30
2,8.2,20.9,0.0,0.4,10.3,0.0,56.0,1.0,1.0,30.0,31.0,75.0,82.0,1024.5,1021.2,1.0,1.0,13.5,20.4,0,0,5,1
2,13.5,17.7,0.0,4.2,1.1,3.0,54.0,1.0,4.0,24.0,9.0,58.0,53.0,1023.7,1024.9,7.0,7.0,15.8,16.7,0,0,5,2
2,9.2,23.0,0.0,1.6,8.3,3.0,70.0,1.0,2.0,11.0,37.0,78.0,38.0,1025.4,1019.1,7.0,4.0,11.6,22.2,0,0,5,3
2,11.6,23.5,0.0,7.0,6.8,3.0,70.0,1.0,1.0,38.5,30.0,43.0,37.0,1011.4,1006.5,6.0,7.0,19.9,22.9,0,1,5,4
2,9.1,17.3,2.0,4.0,6.0,5.0,50.0,5.0,4.0,28.0,31.0,64.0,60.0,1015.3,1015.2,4.0,7.0,11.4,14.5,1,1,5,5
2,11.4,18.0,2.0,3.4,5.5,3.0,31.0,2.0,6.0,13.0,19.0,89.0,43.0,1020.1,1020.5,7.0,5.0,13.0,17.0,1,0,5,6
2,10.4,19.8,0.0,2.4,0.7,3.0,41.0,1.0,0.0,24.0,22.0,73.0,58.0,1020.8,1018.1,7.0,7.0,13.6,19.5,0,1,5,7
2,12.9,19.9,2.0,1.0,9.5,3.0,31.0,1.0,8.0,0.0,7.0,75.0,54.0,1023.1,1020.1,3.0,1.0,14.2,19.4,1,0,5,8
2,13.0,22.5,0.0,3.0,6.7,3.0,41.0,1.0,3.0,26.0,24.0,69.0,47.0,1020.6,1017.4,7.0,6.0,15.8,21.1,0,0,5,9
2,14.5,20.6,0.0,4.4,8.2,3.0,54.0,1.0,2.0,31.0,31.0,60.0,53.0,1016.9,1011.4,2.0,6.0,16.2,19.4,0,1,5,10
2,7.6,15.8,2.0,4.6,9.4,5.0,61.0,5.0,4.0,17.0,31.0,74.0,44.0,1013.2,1015.1,5.0,5.0,10.0,14.0,1,0,5,11
2,8.5,16.1,0.0,2.8,4.0,9.0,33.0,5.0,7.0,22.0,19.0,74.0,62.0,1023.5,1023.2,4.0,5.0,10.1,14.1,0,0,5,12
2,9.5,15.1,0.2,1.8,1.4,9.0,33.0,6.0,9.0,20.0,17.0,86.0,74.0,1025.1,1023.0,7.0,7.0,11.7,15.0,0,0,5,13
2,11.5,15.0,1.0,0.4,0.0,8.0,24.0,7.0,8.0,9.0,11.0,82.0,77.0,1022.4,1019.4,8.0,7.0,12.7,14.3,0,0,5,14
2,12.6,17.7,0.0,1.2,4.7,10.0,19.0,0.0,12.0,4.0,6.0,70.0,61.0,1020.4,1017.9,7.0,6.0,13.3,15.9,0,0,5,15
2,6.2,18.5,0.0,1.0,6.4,3.0,22.0,1.0,10.0,13.0,11.0,88.0,55.0,1021.4,1018.7,7.0,6.0,7.9,17.4,0,0,5,16
2,7.3,17.2,0.0,2.2,5.7,3.0,26.0,4.0,10.0,7.0,7.0,87.0,56.0,1021.3,1019.0,7.0,7.0,8.5,16.9,0,0,5,17
2,6.9,18.6,0.0,0.8,9.1,3.0,26.0,1.0,12.0,11.0,9.0,84.0,44.0,1021.6,1019.9,2.0,6.0,8.0,17.6,0,0,5,18
2,6.1,18.8,0.0,2.0,8.8,3.0,28.0,1.0,12.0,13.0,11.0,80.0,44.0,1023.9,1021.7,2.0,3.0,7.6,17.1,0,0,5,19
2,7.6,18.1,0.0,2.0,4.9,3.0,28.0,2.0,8.0,2.0,9.0,71.0,54.0,1023.3,1020.7,7.0,3.0,10.7,17.5,0,0,5,20
2,9.9,16.1,0.0,2.0,0.9,7.0,28.0,5.0,8.0,7.0,19.0,77.0,55.0,1023.6,1021.9,7.0,6.0,12.0,15.0,0,0,5,21
2,4.3,16.1,0.0,0.6,9.4,12.0,26.0,2.0,12.0,6.0,17.0,77.0,53.0,1024.2,1021.5,2.0,3.0,6.2,15.4,0,0,5,22
2,4.0,18.6,0.0,1.4,8.6,6.0,44.0,1.0,2.0,13.0,31.0,79.0,36.0,1022.8,1017.8,5.0,6.0,6.2,17.2,0,0,5,23
2,6.2,15.6,0.0,3.0,0.3,3.0,37.0,3.0,13.0,13.0,9.0,54.0,83.0,1015.3,1011.8,7.0,8.0,13.0,13.4,0,1,5,24
2,11.9,15.0,2.0,1.8,0.0,13.0,24.0,12.0,12.0,11.0,11.0,85.0,91.0,1008.2,1005.2,7.0,7.0,13.4,14.3,1,1,5,25
2,11.3,19.6,1.8,0.8,8.0,9.0,19.0,1.0,7.0,0.0,9.0,83.0,59.0,1011.0,1010.9,3.0,3.0,13.1,18.6,1,0,5,26
2,10.8,18.7,0.0,1.0,2.1,3.0,50.0,1.0,2.0,17.0,31.0,84.0,65.0,1017.7,1016.3,6.0,7.0,13.3,16.8,0,0,5,27
2,10.9,17.0,0.4,2.2,1.1,6.0,57.0,1.0,5.0,24.0,20.0,76.0,61.0,1016.2,1011.9,7.0,7.0,12.6,16.7,0,1,5,28
2,12.6,17.2,1.8,1.0,0.8,3.0,43.0,1.0,8.0,0.0,19.0,92.0,77.0,1005.7,1004.3,7.0,7.0,13.4,16.3,1,0,5,29
2,12.1,18.1,0.6,0.6,0.0,10.0,54.0,10.0,8.0,26.0,22.0,85.0,62.0,1010.9,1012.7,7.0,7.0,15.2,17.3,0,0,5,30
2,11.5,18.7,0.0,1.8,4.1,12.0,41.0,11.0,8.0,22.0,22.0,74.0,53.0,1018.5,1016.3,4.0,7.0,13.5,17.5,0,0,5,31
2,7.9,17.6,0.0,1.6,5.6,3.0,33.0,1.0,2.0,17.0,24.0,83.0,54.0,1019.5,1017.0,6.0,7.0,10.4,17.0,0,0,6,1
2,10.3,17.9,0.0,1.0,4.8,7.0,22.0,1.0,8.0,4.0,13.0,79.0,57.0,1022.3,1022.0,7.0,6.0,12.7,16.3,0,0,6,2
2,7.1,15.7,0.0,1.4,4.9,8.0,19.0,2.0,8.0,9.0,15.0,95.0,63.0,1027.3,1025.1,8.0,2.0,9.7,15.0,0,0,6,3
2,6.2,12.4,0.0,2.2,0.0,5.0,19.0,5.0,10.0,7.0,0.0,89.0,79.0,1024.4,1021.7,8.0,8.0,10.6,12.1,0,0,6,4
2,8.2,13.9,0.0,0.2,0.0,9.0,44.0,1.0,9.0,9.0,26.0,88.0,80.0,1019.5,1017.4,7.0,8.0,8.9,12.8,0,1,6,5
2,8.9,15.7,2.0,2.6,4.1,7.0,37.0,6.0,8.0,11.0,20.0,93.0,65.0,1023.1,1023.3,7.0,5.0,10.1,14.8,1,1,6,6
2,8.3,13.6,2.0,1.2,2.1,4.0,20.0,5.0,3.0,17.0,9.0,92.0,75.0,1027.1,1024.7,7.0,7.0,9.1,12.3,1,0,6,7
2,9.1,14.3,0.0,2.4,3.2,3.0,54.0,1.0,0.0,22.0,20.0,68.0,43.0,1021.8,1016.7,7.0,7.0,10.2,13.8,0,1,6,8
2,8.2,14.1,2.0,2.8,3.1,9.0,61.0,0.0,6.0,22.0,31.0,89.0,74.0,1009.9,1009.2,7.0,6.0,8.2,10.8,1,1,6,9
2,7.7,16.1,2.0,1.0,3.9,5.0,39.0,5.0,4.0,22.0,22.0,74.0,59.0,1021.7,1020.7,5.0,7.0,9.2,13.7,1,0,6,10
2,9.1,14.0,0.6,1.8,2.6,5.0,41.0,4.0,7.0,13.0,22.0,83.0,80.0,1021.6,1020.3,2.0,7.0,10.9,12.3,0,1,6,11
2,8.0,13.2,2.0,2.8,2.8,7.0,37.0,6.0,7.0,15.0,20.0,84.0,63.0,1026.7,1026.3,7.0,6.0,8.7,12.8,1,0,6,12
2,8.6,13.1,0.2,0.2,0.0,10.0,20.0,7.0,7.0,7.0,15.0,75.0,62.0,1030.94,1028.75,7.0,8.0,10.9,12.6,0,0,6,13
2,7.9,15.3,0.0,1.2,6.5,3.0,26.0,1.0,5.0,13.0,6.0,69.0,62.0,1030.94,1028.75,6.0,5.0,9.0,12.9,0,0,6,14
2,5.8,15.0,0.0,1.6,6.4,6.0,33.0,1.0,4.0,20.0,9.0,76.0,40.0,1030.7,1027.2,7.0,7.0,7.5,14.3,0,0,6,15
2,4.0,16.1,0.0,1.2,0.0,3.0,67.0,1.0,2.0,37.0,37.0,83.0,71.0,1022.5,1016.3,8.0,8.0,7.8,13.8,0,0,6,16
2,7.8,14.3,0.0,1.6,4.8,4.0,70.0,1.0,4.0,26.0,35.0,60.0,54.0,1004.2,1006.9,4.0,6.0,13.9,13.2,0,1,6,17
2,7.3,14.8,2.0,2.6,7.3,3.0,57.0,1.0,2.0,26.0,33.0,76.0,66.0,1015.9,1013.4,1.0,7.0,8.0,12.3,1,1,6,18
2,8.0,16.8,2.0,2.2,6.9,5.0,39.0,4.0,3.0,20.0,24.0,75.0,46.0,1018.0,1018.4,5.0,5.0,12.0,16.1,1,0,6,19
2,12.0,14.7,0.6,1.6,1.2,4.0,33.0,5.0,12.0,20.0,17.0,89.0,73.0,1025.3,1026.6,7.0,6.0,12.9,14.2,0,1,6,20
2,5.8,15.1,1.8,2.0,7.5,3.0,26.0,1.0,14.0,17.0,9.0,99.0,49.0,1030.94,1028.75,6.0,3.0,6.9,14.0,1,0,6,21
2,3.6,14.3,0.0,0.8,6.6,3.0,19.0,1.0,10.0,11.0,7.0,86.0,62.0,1030.94,1028.75,5.0,7.0,5.1,12.7,0,0,6,22
2,5.1,17.2,0.0,1.0,2.3,3.0,41.0,3.0,2.0,9.0,22.0,76.0,47.0,1030.94,1028.75,7.0,6.0,8.6,16.5,0,0,6,23
2,8.6,18.3,0.0,1.4,7.2,6.0,61.0,1.0,2.0,28.0,39.0,66.0,54.0,1026.1,1021.2,2.0,7.0,12.9,16.9,0,0,6,24
2,12.8,14.7,0.4,3.6,0.1,3.0,65.0,1.0,2.0,38.5,22.0,80.0,82.0,1016.6,1014.7,7.0,8.0,14.1,14.1,0,1,6,25
2,6.7,13.3,2.0,1.6,2.0,9.0,37.0,5.0,7.0,20.0,28.0,79.0,68.0,1022.9,1022.6,7.0,6.0,7.1,11.7,1,1,6,26
